"Account ID","Parent Account","Account Name","Account Owner","Owner Role","Customer Flag","Calculated ARR","FY26 SOY ARR","# of Open Opportunities","Count of Engaged Opportunities","Open Pipeline","Employee Range","ZI - Eng Count","Annual Revenue","Region","Geo","Clearbit Industry Group","Current FY Segmentation","Active Product Classification","Total Close Factor Score","Close Factor Tier","GitLab Flag"
"0013t000028LxQD","","Cloud9","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","10 - 20","3","30000000","West","Americas","Media","Self-Service","","","","0"
"0015b00001w4cRh","","Laravel","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","4","1000000","Central","Americas","Software & Services","Self-Service","","5","Low","0"
"0013t000028LxQE","","HealthSherpa","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","45","50000000","West","Americas","Insurance","Self-Service","","","","0"
"0015b00001w4cRi","","Lash Group","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","84","1000000000","East","Americas","Commercial & Professional Services","SMB","","3","Low","0"
"0013t000028LxQF","","Zum","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","9","10000000","West","Americas","Transportation","Self-Service","","","","0"
"0015b00001w4cRj","","Lastminute.com","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","1,000 - 5,000","5","10000000","Western Europe","EMEA","Consumer Services","Self-Service","","3","Low","1"
"0013t000028LxQG","","DNAnexus","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","123","1000000","West","Americas","Software & Services","SMB","","12","Medium","0"
"0015b00001w4cRk","","Latch","Brock Perko","","Prospect","0.00","","0","0","0.00","100 - 250","80","50000000","East","Americas","Commercial & Professional Services","SMB","","14","High","0"
"0013t000028LxQH","","Pendulum Therapeutics","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","31","10000000","West","Americas","Pharmaceuticals, Biotechnology & Life Sciences","Self-Service","","","","0"
"0015b00001w4cRl","","Lattice Semiconductor","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","1,000 - 5,000","720","500000000","West","Americas","Semiconductors & Semiconductor Equipment","Enterprise","","4","Low","0"
"0013t000028LxQI","","n8n.io","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","50 - 100","41","50000000","Western Europe","EMEA","Software & Services","Self-Service","","","","0"
"0015b00001w4cRm","","Launch Academy, Inc","Brock Perko","","Prospect","0.00","","0","0","0.00","20 - 50","38","100000000","East","Americas","Consumer Services","Self-Service","","6","Low","0"
"0013t000028LxQJ","","NorthOne","Brock Perko","","Prospect","0.00","","0","0","0.00","50 - 100","13","1000000","East","Americas","Commercial & Professional Services","Self-Service","","","","0"
"0015b00001w4cRn","","Launch Consulting Group","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","1,000 - 5,000","186","50000000","West","Americas","Software & Services","Mid-Market","","16","High","1"
"0013t000028LxQK","","Gremlin","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","27","10000000","West","Americas","Capital Goods","Self-Service","","","","0"
"0015b00001w4cRo","","Los Angeles Unified School District","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","Over 10,000","427","1000000000","West","Americas","Diversified Consumer Services","Mid-Market","","6","Low","0"
"0013t000028LxQL","","100Plus","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","10 - 20","4","1000000","West","Americas","Health Care Equipment & Services","Self-Service","","","","0"
"0015b00001w4cRp","","Lawson Software","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","500 - 1,000","3","1000000000","West","Americas","Consumer Services","Self-Service","","-2","Low","0"
"0013t000028LxQM","","Glide","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","10 - 20","","10000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cRq","","Law Business Research","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","500 - 1,000","36","50000000","Northern Europe","EMEA","Diversified Consumer Services","Self-Service","","3","Low","0"
"0013t000028LxQN","","Athelas","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","500 - 1,000","76","10000000","West","Americas","Software & Services","SMB","","","","0"
"0015b00001w4cRr","","LCBO","Brock Perko","","Prospect","0.00","","0","0","0.00","5,000 - 10,000","370","1000000000","East","Americas","Food, Beverage & Tobacco","Mid-Market","","1","Low","1"
"0013t000028LxQO","","Happiest Baby","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","42","10000000","West","Americas","Health Care Equipment & Services","Self-Service","","7","Medium","0"
"0015b00001w4cRs","","LCH","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","500 - 1,000","59","1000000000","Northern Europe","EMEA","Diversified Financials","SMB","","3","Low","0"
"0013t000028LxQP","","Dolls Kill","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","9","1000000","West","Americas","Consumer Durables & Apparel","Self-Service","","","","0"
"0015b00001w4cRt","","LCRA","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","1,000 - 5,000","369","1000000000","Central","Americas","Utilities","Mid-Market","","2","Low","1"
"0013t000028LxQQ","","Seated","Brock Perko","","Prospect","0.00","","0","0","0.00","50 - 100","9","10000000","East","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cRu","","LeadIQ","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","38","10000000","West","Americas","Commercial & Professional Services","Self-Service","","16","High","0"
"0013t000028LxQR","","SentiLink","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","33","10000000","West","Americas","Diversified Financials","Self-Service","","","","0"
"0015b00001w4cRv","","Lead IT Corporation","Brock Perko","","Prospect","0.00","","0","0","0.00","250 - 500","45","50000000","Central","Americas","Software & Services","Self-Service","","1","Low","0"
"0013t000028LxQS","","Emailage","Brock Perko","","Prospect","0.00","","0","0","0.00","100 - 250","1","50000000","East","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cRw","","Leafly","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","46","50000000","West","Americas","Software & Services","Self-Service","","10","Medium","0"
"0013t000028LxQT","","Papaya","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","19","50000000","West","Americas","Diversified Financials","Self-Service","","","","0"
"0015b00001w4cRx","","LeanIX","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","500 - 1,000","212","10000000","Western Europe","EMEA","Commercial & Professional Services","Mid-Market","","19","High","0"
"0013t000028LxQU","","EverString","Brock Perko","","Prospect","0.00","","0","0","0.00","50 - 100","2","476000000","East","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cRy","","Lear Corporation","Brock Perko","","Prospect","0.00","","0","0","0.00","Over 10,000","8303","1000000000","Central","Americas","Automobiles & Components","Strategic","","12","Medium","0"
"0013t000028LxQV","","Survios","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","32","50000000","West","Americas","Consumer Durables & Apparel","Self-Service","","","","0"
"0015b00001w4cRz","","Learnosity","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","100 - 250","117","50000000","Northern Europe","EMEA","Software & Services","SMB","","-2","Low","0"
"0013t000028LxQW","","River Financial","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","14","1000000","West","Americas","Diversified Financials","Self-Service","","","","0"
"0015b00001w4cS0","","LearnUpon","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","250 - 500","77","50000000","Northern Europe","EMEA","Software & Services","SMB","","3","Low","0"
"0013t000028LxQX","","Genesis Therapeutics","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","28","6975000","West","Americas","Pharmaceuticals, Biotechnology & Life Sciences","Self-Service","","","","0"
"0015b00001w4cS1","","LeasePlan","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","5,000 - 10,000","174","50000000","Western Europe","EMEA","Consumer Services","Mid-Market","","7","Medium","0"
"0013t000028LxQY","","Aira","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","10 - 20","21","50000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cS2","","LeaseQuery","Brock Perko","","Prospect","0.00","","0","0","0.00","100 - 250","75","50000000","East","Americas","Diversified Financial Services","SMB","","3","Low","0"
"0013t000028LxQZ","","BIOAGE LABS","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","15","10000000","West","Americas","Pharmaceuticals, Biotechnology & Life Sciences","Self-Service","","","","0"
"0015b00001w4cS3","","Leboncoin.fr","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","1,000 - 5,000","177","250000000","Western Europe","EMEA","Software & Services","Mid-Market","","7","Medium","0"
"0013t000028LxQa","","Anvyl","Brock Perko","","Prospect","0.00","","0","0","0.00","50 - 100","8","1000000","East","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cS4","","Lectra","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","1,000 - 5,000","444","500000000","Western Europe","EMEA","Consumer Durables & Apparel","Mid-Market","","9","Medium","1"
"0013t000028LxQb","","LabGenius","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","50 - 100","10","10000000","Northern Europe","EMEA","Pharmaceuticals, Biotechnology & Life Sciences","Self-Service","","","","0"
"0015b00001w4cS5","","Leeds City Council","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","Over 10,000","153","1000000000","Northern Europe","EMEA","Diversified Consumer Services","Mid-Market","","2","Low","0"
"0013t000028LxQc","","Thanx","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","23","50000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cS6","","Leeds Building Society","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","1,000 - 5,000","124","250000000","Northern Europe","EMEA","Banks","SMB","","10","Medium","0"
"0013t000028LxQd","","LIFX","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","10 - 20","10","3421000","West","Americas","Consumer Durables & Apparel","Self-Service","","","","0"
"0015b00001w4cS7","","LeewayHertz - Software Development Company","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","57","10000000","West","Americas","Telecommunication Services","SMB","","11","Medium","0"
"0013t000028LxQe","","Crew","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","1","10000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cS8","","Legal & General","James Ghaedi","AE EMEA","Prospect","0.00","","0","0","0.00","Over 10,000","1","1000000000","Northern Europe","EMEA","Insurance","Enterprise","","10","Medium","0"
"0013t000028LxQf","","Elevate Labs","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","25","10000000","West","Americas","Pharmaceuticals, Biotechnology & Life Sciences","Self-Service","","","","0"
"0015b00001w4cS9","","Leggett & Platt","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","Over 10,000","526","1000000000","Central","Americas","Retailing","Enterprise","","-9","Low","0"
"0013t000028LxQg","","Torch Technology","Brock Perko","","Prospect","0.00","","0","0","0.00","50 - 100","10","1000000","East","Americas","Health Care Equipment & Services","Self-Service","","","","0"
"0015b00001w4cSA","","Legrand, North America","Brock Perko","","Prospect","0.00","","0","0","0.00","5,000 - 10,000","228","1000000000","East","Americas","Capital Goods","Mid-Market","","0","Low","0"
"0013t000028LxQh","","PredictSpring","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","14","10000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cSB","","Legrand","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","Over 10,000","343","1000000","Western Europe","EMEA","Capital Goods","Mid-Market","","0","Low","1"
"0013t000028LxQi","","Savioke","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","4","10000000","West","Americas","Capital Goods","Self-Service","","","","0"
"0015b00001w4cVL","","Lehman Brothers","Brock Perko","","Prospect","0.00","","0","0","0.00","Over 10,000","22","1000000000","East","Americas","Diversified Financials","Self-Service","","0","Low","0"
"0013t000028LxQj","","Lattice Engines","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","","50000000","West","Americas","Commercial & Professional Services","Self-Service","","","","0"
"0015b00001w4cVM","","Leica Geosystems part of Hexagon","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","5,000 - 10,000","1266","1000000","Northern Europe","EMEA","Commercial & Professional Services","Enterprise","","11","Medium","1"
"0013t000028LxQk","","Ontic","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","66","50000000","Central","Americas","Software & Services","SMB","","","","0"
"0015b00001w4cVN","","Leica Microsystems","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","1,000 - 5,000","837","1000000000","Western Europe","EMEA","Pharmaceuticals, Biotechnology & Life Sciences","Enterprise","","8","Medium","0"
"0013t000028LxQl","","Avalanche Technology","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","15","10000000","West","Americas","Semiconductors & Semiconductor Equipment","Self-Service","","","","0"
"0015b00001w4cVO","","Leica Biosystems","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","606","1000000000","Central","Americas","Pharmaceuticals, Biotechnology & Life Sciences","Enterprise","","4","Low","1"
"0013t000028LxQm","","Cortexyme","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","1","1000000","West","Americas","Pharmaceuticals, Biotechnology & Life Sciences","Self-Service","","","","0"
"0015b00001w4cVP","","Lely","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","1,000 - 5,000","141","10000000","Western Europe","EMEA","Capital Goods","Mid-Market","","-2","Low","0"
"0013t000028LxQn","","VoxelCloud","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","5","10000000","West","Americas","Health Care Equipment & Services","Self-Service","","","","0"
"0015b00001w4cVQ","","Lendio","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","500 - 1,000","63","50000000","West","Americas","Banks","SMB","","13","Medium","0"
"0013t000028LxQo","","Front","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","6","50000000","West","Americas","Software & Services","Self-Service","","-10","Low","0"
"0015b00001w4cVR","","Lennar","Brock Perko","","Prospect","0.00","","0","0","0.00","Over 10,000","334","1000000000","East","Americas","Capital Goods","Mid-Market","","0","Low","0"
"0013t000028LxQp","","Qwilt","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","96","1000000","West","Americas","Software & Services","SMB","","","","0"
"0015b00001w4cVS","","Lennox International","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","Over 10,000","746","1000000000","Central","Americas","Capital Goods","Enterprise","","6","Low","0"
"0013t000028LxQq","","Peregrine Technologies","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","21","10000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cVT","","LEO Pharma","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","1,000 - 5,000","241","1000000000","Northern Europe","EMEA","Household & Personal Products","Mid-Market","","0","Low","0"
"0013t000028LxQr","","Vets First Choice","Brock Perko","","Prospect","0.00","","0","0","0.00","100 - 250","","10000000","East","Americas","Health Care Equipment & Services","Self-Service","","","","0"
"0015b00001w4cVU","","Leoforce","Brock Perko","","Prospect","0.00","","0","0","0.00","250 - 500","96","50000000","East","Americas","Commercial & Professional Services","SMB","","3","Low","0"
"0013t000028LxQs","","Gamalon","Brock Perko","","Prospect","0.00","","0","0","0.00","10 - 20","1","10000000","East","Americas","Media","Self-Service","","","","0"
"0015b00001w4cVV","","Leonardo","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","50 - 100","200","1000000000","Southern Europe","EMEA","Capital Goods","Mid-Market","","5","Low","0"
"0013t000028LxQt","","Stoke","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","3","427000000","Central","Americas","Telecommunication Services","Self-Service","","","","0"
"0015b00001w4cVW","","Leonardo DRS","Brock Perko","","Prospect","0.00","","0","0","0.00","5,000 - 10,000","2238","50000000","East","Americas","Capital Goods","Enterprise","","3","Low","1"
"0013t000028LxQu","","Profitboss","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","","1000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cVX","","LEONI","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","Over 10,000","1462","1000000000","Western Europe","EMEA","Automobiles & Components","Enterprise","","0","Low","0"
"0013t000028LxQv","","Spring Discovery","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","4","1000000","West","Americas","Pharmaceuticals, Biotechnology & Life Sciences","Self-Service","","","","0"
"0015b00001w4cVY","","Leroy Merlin","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","100 - 250","21","1000000000","Western Europe","EMEA","Retailing","Self-Service","","10","Medium","0"
"0013t000028LxQw","","Hyper Anna","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","2","50000000","Oceania","APAC","Software & Services","Self-Service","","","","0"
"0015b00001w4cVZ","","Lessonly","Brock Perko","","Prospect","0.00","","0","0","0.00","50 - 100","9","50000000","Central","Americas","Software & Services","Self-Service","","-2","Low","0"
"0013t000028LxQx","","Any.do","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","38","10000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cVa","","Shippo","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","250 - 500","128","50000000","West","Americas","Transportation","SMB","","20","High","0"
"0013t000028LxQy","","Cambridge Epigenetix","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","20 - 50","3","10000000","Northern Europe","EMEA","Pharmaceuticals, Biotechnology & Life Sciences","Self-Service","","","","0"
"0015b00001w4cVb","","LetsGetChecked","Brock Perko","","Prospect","0.00","","0","0","0.00","500 - 1,000","189","126241000","East","Americas","Health Care Equipment & Services","Mid-Market","","22","High","0"
"0013t000028LxQz","","ProteinQure","Brock Perko","","Prospect","0.00","","0","0","0.00","20 - 50","8","1000000","East","Americas","Pharmaceuticals, Biotechnology & Life Sciences","Self-Service","","","","0"
"0015b00001w4cVc","","LeverX","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","1,000 - 5,000","473","10000000","West","Americas","Software & Services","Mid-Market","","4","Low","0"
"0013t000028LxR0","","Terminal","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","100 - 250","39","50000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cVd","","Levio","Brock Perko","","Prospect","0.00","","0","0","0.00","500 - 1,000","265","50000000","","Americas","Software & Services","Mid-Market","","11","Medium","0"
"0013t000028LxR1","","Ramp","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","281","10000000","East","Americas","Diversified Financials","Mid-Market","","","","0"
"0015b00001w4cVe","","Leviton","Brock Perko","","Prospect","0.00","","0","0","0.00","5,000 - 10,000","712","1000000000","East","Americas","Capital Goods","Enterprise","","15","High","0"
"0013t000028LxR2","","Simpo","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","10 - 20","","1000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cVf","","Lexia Learning","Brock Perko","","Prospect","0.00","","0","0","0.00","250 - 500","119","10000000","East","Americas","Consumer Services","SMB","","7","Medium","0"
"0013t000028LxR3","","Petasense","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","13","10000000","West","Americas","Capital Goods","Self-Service","","","","0"
"0015b00001w4cVg","LexisNexis","LexisNexis UK","Nick Hernandez","AE East","Prospect","0.00","","0","0","0.00","Over 10,000","4375","250000000","Northern Europe","EMEA","Diversified Consumer Services","Strategic","","3","Low","0"
"0013t000028LxR4","","Knock","Brock Perko","","Prospect","0.00","","0","0","0.00","50 - 100","19","1000000","East","Americas","Real Estate","Self-Service","","","","0"
"0015b00001w4cVh","","Lexmark","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","10 - 20","1","1000000000","Western Europe","EMEA","Commercial & Professional Services","Self-Service","","-5","Low","1"
"0013t000028LxR5","","MEMX","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","33","10000000","Central","Americas","Diversified Financials","Self-Service","","","","0"
"0015b00001w4cVi","","Leyton","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","1,000 - 5,000","340","100000000","Western Europe","EMEA","Commercial & Professional Services","Mid-Market","","11","Medium","0"
"0013t000028LxR6","","Crossbeam","Brock Perko","","Prospect","0.00","","0","0","0.00","100 - 250","57","1000000","East","Americas","Software & Services","SMB","","","","0"
"0015b00001w4cVj","","Leapfrog Technology, Inc.","Brock Perko","","Prospect","0.00","","0","0","0.00","250 - 500","272","50000000","East","Americas","Software & Services","Mid-Market","","17","High","0"
"0013t000028LxR7","","Walrus.ai","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","5 - 10","","1000000","West","Americas","Software & Services","Self-Service","","","","0"
"0015b00001w4cVk","","LGC","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","1,000 - 5,000","112","1000000000","Northern Europe","EMEA","Pharmaceuticals, Biotechnology & Life Sciences","SMB","","0","Low","0"
"0013t000028LxR8","","CarDash","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","10 - 20","","10000000","West","Americas","Automobiles & Components","Self-Service","","","","0"
"0015b00001w4cVl","","LG&E and KU Energy LLC","Brock Perko","","Prospect","0.00","","0","0","0.00","1,000 - 5,000","406","50000000","East","Americas","Utilities","Mid-Market","","0","Low","0"
"0013t000028LxR9","","Lumina","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","10 - 20","","1000000","West","Americas","Diversified Financials","Self-Service","","","","0"
"0015b00001w4cVm","","Legal & General Investment Management (LGIM)","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","500 - 1,000","12","100000000","Northern Europe","EMEA","Diversified Financials","Self-Service","","5","Low","0"
"0013t000028LxRA","","Tutorspree","Brock Perko","","Prospect","0.00","","0","0","0.00","10 - 20","","1000000","Central","Americas","Consumer Services","Self-Service","","","","0"
"0015b00001w4cVn","","LGS Innovations","Brock Perko","","Prospect","0.00","","0","0","0.00","500 - 1,000","43","1000000000","East","Americas","Commercial & Professional Services","Self-Service","","-9","Low","0"
"0013t000028LxRB","","CloudShare","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","50 - 100","20","1000000","Middle East","EMEA","Software & Services","Self-Service","","","","0"
"0015b00001w4cVo","","LHP Engineering Solutions","Brock Perko","","Prospect","0.00","","0","0","0.00","250 - 500","78","100000000","Central","Americas","Capital Goods","SMB","","8","Medium","0"
"0013t000028LxRC","","Vendr","Brock Perko","","Prospect","0.00","","0","0","0.00","100 - 250","55","57765000","East","Americas","Software & Services","SMB","","","","0"
"0015b00001w4cVp","","Lufthansa Systems","James Ghaedi","AE EMEA","Prospect","0.00","","0","0","0.00","1,000 - 5,000","623","500000000","Western Europe","EMEA","Software & Services","Enterprise","","16","High","0"
"0013t000028LxRD","","Covalent Networks","Brock Perko","","Prospect","0.00","","0","0","0.00","20 - 50","11","1000000","East","Americas","Energy Equipment & Services","Self-Service","","","","0"
"0015b00001w4cVq","","Liantis","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","250 - 500","87","1000000000","Western Europe","EMEA","Commercial & Professional Services","SMB","","5","Low","0"
"0013t000028LxRE","","Juvena Therapeutics","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","4","1773000","West","Americas","Pharmaceuticals, Biotechnology & Life Sciences","Self-Service","","","","0"
"0015b00001w4cVr","","Liazon","Brock Perko","","Prospect","0.00","","0","0","0.00","250 - 500","16","1000000","East","Americas","Insurance","Self-Service","","-3","Low","0"
"0013t000028LxRF","","Empower","Carter Jaenichen","AE SMB","Customer","10260.00","10260","1","1","0.00","20 - 50","38","10000000","West","Americas","Diversified Financial Services","Self-Service","","-5","Low","0"
"0015b00001w4cVs","","Liberty Group South Africa","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","5,000 - 10,000","396","1000000000","Southern Africa","EMEA","Insurance","Mid-Market","","0","Low","1"
"0013t000028LxRG","","Miro Health","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","20 - 50","1","10000000","West","Americas","Health Care Equipment & Services","Self-Service","","","","0"
"0015b00001w4cVt","","Liberty","Brock Perko","","Prospect","0.00","","0","0","0.00","20 - 50","2","1000000000","East","Americas","Utilities","Self-Service","","-10","Low","0"
"0013t000028LxRH","","Sunday","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","18","50000000","West","Americas","Consumer Durables & Apparel","Self-Service","","","","0"
"0015b00001w4cVu","","Liberty Global","James Ghaedi","AE EMEA","Prospect","0.00","","0","0","0.00","5,000 - 10,000","550","1000000000","Northern Europe","EMEA","Telecommunication Services","Enterprise","","1","Low","1"
"0013t000028LxRI","","Assembled","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","50 - 100","51","50000000","West","Americas","Commercial & Professional Services","Self-Service","","","","0"
"0015b00001w4cVv","","Liberty IT Solutions","Brock Perko","","Prospect","0.00","","0","0","0.00","250 - 500","63","50000000","East","Americas","Capital Goods","SMB","","10","Medium","0"
"0013t000028LxRJ","","eBureau","Brock Perko","","Prospect","0.00","","0","0","0.00","50 - 100","1","2656000000","Central","Americas","Software & Services","Self-Service","","","","1"
"0015b00001w4cVw","","LIC","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","Over 10,000","78","1000000000","Southern Asia","APAC","Insurance","SMB","","0","Low","0"
"0013t000028LxRK","","SynapSense","Brock Perko","","Prospect","0.00","","0","0","0.00","20 - 50","1","10000000","Central","Americas","Capital Goods","Self-Service","","","","0"
"0015b00001w4cVx","","Liebherr Group","EMEA QUEUE","EMEA Queue","Prospect","0.00","","0","0","0.00","Over 10,000","1539","1000000000","Western Europe","EMEA","Capital Goods","Enterprise","","8","Medium","0"
"0013t000028LxRL","","Dovetail","Jon Kishpaugh","Regional Sales Director, West","Prospect","0.00","","0","0","0.00","5 - 10","29","1000000","Oceania","APAC","Commercial & Professional Services","Self-Service","","","","0"
